Commodity Code,Commodity Name,State Code,State Name,State Abbreviation,County Code,County Name,Irrigation Practice Code,Irrigation Practice Name,Yield Year,Yield Amount
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 1990, 36.00
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 1991, 40.70
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 1992, 41.30
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 1993, 38.60
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 1994, 46.00
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 1995, 39.80
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 1996, 42.60
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 1997, 45.70
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 1998, 44.50
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 1999, 38.90
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2000, 48.00
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2001, 46.20
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2002, 48.80
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2003, 44.60
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2004, 51.60
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2005, 46.00
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2006, 43.20
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2007, 43.60
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2008, 37.10
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2009, 49.20
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2010, 49.00
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2011, 42.00
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2012, 41.20
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2013, 42.80
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2014, 49.30
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2015, 53.70
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2016, 61.10
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2017, 59.50
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2018, 63.20
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2019, 55.50
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2020, 58.80
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2021, 63.90
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2022, 61.00
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2023, 61.50
0081, Soybeans, 17, Illinois, IL, 001, Adams, 003, Non-Irrigated, 2024, 65.30
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 1990, 38.40
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 1991, 38.30
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 1992, 42.60
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 1993, 18.10
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 1994, 43.60
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 1995, 30.70
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 1996, 33.80
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 1997, 38.30
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 1998, 33.30
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 1999, 30.40
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2000, 39.60
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2001, 36.90
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2002, 37.10
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2003, 40.00
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2004, 44.10
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2005, 45.70
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2006, 46.20
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2007, 40.10
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2008, 44.00
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2009, 41.60
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2010, 44.00
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2011, 41.30
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2012, 42.50
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2013, 45.80
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2014, 51.40
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2015, 25.50
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2016, 42.80
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2017, 44.10
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2018, 49.20
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2019, 30.70
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2020, 50.60
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2021, 57.70
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2022, 49.60
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2023, 49.50
0081, Soybeans, 17, Illinois, IL, 003, Alexander, 003, Non-Irrigated, 2024, 49.30
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 1990, 31.00
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 1991, 33.00
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 1992, 38.00
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 1993, 39.20
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 1994, 36.40
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 1995, 31.70
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 1996, 35.70
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 1997, 37.10
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 1998, 40.90
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 1999, 36.30
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2000, 38.90
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2001, 39.50
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2002, 35.50
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2003, 32.40
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2004, 47.30
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2005, 39.40
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2006, 37.30
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2007, 25.90
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2008, 44.60
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2009, 36.00
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2010, 49.60
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2011, 38.20
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2012, 31.50
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2013, 38.50
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2014, 53.80
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2015, 52.40
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2016, 55.70
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2017, 57.40
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2018, 63.70
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2019, 50.00
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2020, 54.80
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2021, 62.70
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2022, 57.10
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2023, 58.20
0081, Soybeans, 17, Illinois, IL, 005, Bond, 003, Non-Irrigated, 2024, 48.80
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 1990, 45.70
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 1991, 41.20
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 1992, 44.00
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 1993, 40.60
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 1994, 51.10
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 1995, 45.50
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 1996, 38.30
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 1997, 46.00
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 1998, 52.80
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 1999, 50.10
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2000, 36.40
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2001, 45.80
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2002, 36.40
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2003, 30.30
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2004, 45.90
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2005, 37.60
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2006, 39.60
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2007, 49.70
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2008, 43.00
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2009, 45.30
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2010, 58.20
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2011, 60.20
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2012, 43.90
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2013, 54.00
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2014, 57.90
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2015, 59.40
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2016, 64.10
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2017, 46.30
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2018, 64.10
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2019, 54.10
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2020, 55.10
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2021, 63.50
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2022, 63.00
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2023, 61.80
0081, Soybeans, 17, Illinois, IL, 007, Boone, 003, Non-Irrigated, 2024, 57.80
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 1990, 33.30
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 1991, 40.50
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 1992, 42.70
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 1993, 42.40
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 1994, 47.40
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 1995, 40.30
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 1996, 39.50
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 1997, 44.50
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 1998, 45.30
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 1999, 44.00
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2000, 48.00
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2001, 46.50
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2002, 45.70
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2003, 43.10
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2004, 51.20
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2005, 46.50
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2006, 44.20
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2007, 37.00
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2008, 41.90
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2009, 48.90
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2010, 50.80
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2011, 41.10
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2012, 35.80
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2013, 47.00
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2014, 49.70
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2015, 53.60
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2016, 57.00
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2017, 59.50
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2018, 65.60
0081, Soybeans, 17, Illinois, IL, 009, Brown, 003, Non-Irrigated, 2019, 57.10
